UniRef100_A0A023HHK9	A0A023HHK9
UniRef100_A0A023QK46	A0A023QK46
UniRef100_A0A023QKB4	A0A023QKB4
UniRef100_A0A023QKD1	A0A023QKD1
UniRef100_A0A023QKL5	A0A023QKL5
UniRef100_A0A023QKQ2	A0A023QKQ2
UniRef100_A0A023QKT8	A0A023QKT8
UniRef100_A0A023QL98	A0A023QL98
UniRef100_A0A023QLI9	A0A023QLI9
UniRef100_A0A023QLJ8	A0A023QLJ8
UniRef100_A0A023QLW1	A0A023QLW1
UniRef100_A0A023QMR7	A0A023QMR7
UniRef100_A0A023QMV4	A0A023QMV4; C7B3W8
UniRef100_A0A023QNG3	A0A023QNG3
UniRef100_A0A023QP33	A0A023QP33; H9E7D6; W8CQS3
UniRef100_A0A023QQ40	A0A023QQ40
UniRef100_A0A023QQ48	A0A023QQ48
UniRef100_A0A023QQE5	A0A023QQE5
UniRef100_A0A023QQQ9	A0A023QQQ9
UniRef100_A0A023QR14	A0A023QR14
UniRef100_A0A023QR60	A0A023QR60
UniRef100_A0A023QR89	A0A023QR89
UniRef100_A0A023QRB1	A0A023QRB1
UniRef100_A0A023QRE4	A0A023QRE4; X5DAU1
UniRef100_A0A023QRK5	A0A023QRK5
UniRef100_A0A023QRX9	A0A023QRX9
UniRef100_A0A023QRY9	A0A023QRY9
UniRef100_A0A023QS10	A0A023QS10
UniRef100_A0A023QS65	A0A023QS65; B2XGU8
UniRef100_A0A023QSC6	A0A023QSC6
UniRef100_A0A023QSL8	A0A023QSL8
UniRef100_A0A023QSS7	A0A023QSS7
UniRef100_A0A023QST8	A0A023QST8
UniRef100_A0A023QSV5	A0A023QSV5
UniRef100_A0A023QSW5	A0A023QSW5
UniRef100_A0A023QT03	A0A023QT03
UniRef100_A0A023QT24	A0A023QT24
UniRef100_A0A023QT79	A0A023QT79
UniRef100_A0A023QTT5	A0A023QTT5
UniRef100_A0A023QTW4	A0A023QTW4
UniRef100_A0A023QTY8	A0A023QTY8
UniRef100_A0A023QUA7	A0A023QUA7
UniRef100_A0A023QUB1	A0A023QUB1; Q150D3
UniRef100_A0A023QUC2	A0A023QUC2
UniRef100_A0A023QUI5	A0A023QUI5
UniRef100_A0A023QUI7	A0A023QUI7
UniRef100_A0A023QUR1	A0A023QUR1
UniRef100_A0A023QV63	A0A023QV63
UniRef100_A0A023QV97	A0A023QV97
UniRef100_A0A023QVA6	A0A023QVA6
UniRef100_A0A023QVC6	A0A023QVC6
UniRef100_A0A023QVM5	A0A023QVM5
UniRef100_A0A023QW19	A0A023QW19
UniRef100_A0A023QW57	A0A023QW57
UniRef100_A0A023QW72	A0A023QW72
UniRef100_A0A023QWE4	A0A023QWE4
UniRef100_A0A023QWK0	A0A023QWK0
UniRef100_A0A023QWQ3	A0A023QWQ3
UniRef100_A0A023QX54	A0A023QX54
UniRef100_A0A023QXG8	A0A023QXG8
UniRef100_A0A023QXJ5	A0A023QXJ5
UniRef100_A0A023QXN0	A0A023QXN0
UniRef100_A0A023QXT5	A0A023QXT5
UniRef100_A0A023QYE6	A0A023QYE6
UniRef100_A0A023QYN1	A0A023QYN1
UniRef100_A0A023QYP8	A0A023QYP8
UniRef100_A0A023QYQ2	A0A023QYQ2; A8QL47
UniRef100_A0A023QZ25	A0A023QZ25
UniRef100_A0A023QZ27	A0A023QZ27
UniRef100_A0A023QZ36	A0A023QZ36
UniRef100_A0A023QZ55	A0A023QZ55
UniRef100_A0A023QZ89	A0A023QZ89
UniRef100_A0A023QZD2	A0A023QZD2
UniRef100_A0A023QZJ5	A0A023QZJ5
UniRef100_A0A023QZN9	A0A023QZN9
UniRef100_A0A023QZZ1	A0A023QZZ1
UniRef100_A0A023R019	A0A023R019; Q4EY59
UniRef100_A0A023R170	A0A023R170
UniRef100_A0A023R1P6	A0A023R1P6
UniRef100_A0A023R1Q4	A0A023R1Q4; Q4F3A3
UniRef100_A0A023R2I7	A0A023R2I7
UniRef100_A0A023R2S6	A0A023R2S6
UniRef100_A0A023R2W4	A0A023R2W4
UniRef100_A0A023R385	A0A023R385
UniRef100_A0A023R388	A0A023R388
UniRef100_A0A023R397	A0A023R397
UniRef100_A0A023R4E0	A0A023R4E0
UniRef100_A0A023R4Q0	A0A023R4Q0
UniRef100_A0A023R4U6	A0A023R4U6
UniRef100_A0A023R5A9	A0A023R5A9
UniRef100_A0A023R5M9	A0A023R5M9
UniRef100_A0A023R5N9	A0A023R5N9
UniRef100_A0A023R5S7	A0A023R5S7
UniRef100_A0A023R619	A0A023R619
UniRef100_A0A023R622	A0A023R622
UniRef100_A0A023R6I9	A0A023R6I9
UniRef100_A0A023RCN6	A0A023RCN6
UniRef100_A0A023RF30	A0A023RF30
UniRef100_A0A023SER7	A0A023SER7
UniRef100_A0A023SGA8	A0A023SGA8
UniRef100_A0A023T1W2	A0A023T1W2
UniRef100_A0A023T393	A0A023T393
UniRef100_A0A023T398	A0A023T398; A0A0A7C7G2
UniRef100_A0A023T3F1	A0A023T3F1
UniRef100_A0A023T4H3	A0A023T4H3; A0A023T2M3
UniRef100_A0A023T4U2	A0A023T4U2
UniRef100_A0A023T5F1	A0A023T5F1; K7P5U1; I3UI63; I6M544; L0BVS3; J7FR22
UniRef100_A0A023T695	A0A023T695
UniRef100_A0A023UFG1	A0A023UFG1
UniRef100_A0A023UN48	A0A023UN48
UniRef100_A0A023VRX5	A0A023VRX5
UniRef100_A0A023W2C2	A0A023W2C2; Q6L635; Q9UP69
UniRef100_A0A023W307	A0A023W307
UniRef100_A0A023W596	A0A023W596
UniRef100_A0A023ZSE2	A0A023ZSE2
UniRef100_A0A023ZT78	A0A023ZT78
UniRef100_A0A023ZYH6	A0A023ZYH6
UniRef100_A0A024A2P5	A0A024A2P5
UniRef100_A0A024CHX5	A0A024CHX5
UniRef100_A0A024CIM4	A0A024CIM4
UniRef100_A0A024D9S0	A0A024D9S0
UniRef100_A0A024DAE5	A0A024DAE5
UniRef100_A0A024DAK3	A0A024DAK3; A2IBT2
UniRef100_A0A024DAS2	A0A024DAS2
UniRef100_A0A024DAT2	A0A024DAT2; A0A024D9P8; UPI0002ADA51D
UniRef100_A0A024DBG7	A0A024DBG7
UniRef100_A0A024F8H3	A0A024F8H3
UniRef100_A0A024F8R8	A0A024F8R8; M1VNN7
UniRef100_A0A024F8S3	A0A024F8S3
UniRef100_A0A024F9R7	A0A024F9R7; Q9BD34; Q9TQ57; F4NBL6; Q9MY05; Q9MY06; M1UZ74
UniRef100_A0A024F9U8	A0A024F9U8; A0A024F8Q5; A0A024F986; A0A024F9S8; O78117; Q9BD10; UPI0005D00CF1
UniRef100_A0A024J3X2	A0A024J3X2
UniRef100_A0A024QY88	A0A024QY88; K7DDX5; Q02297-8
UniRef100_A0A024QYR6	A0A024QYR6; P60484-2
UniRef100_A0A024QYT4	A0A024QYT4
UniRef100_A0A024QYT8	A0A024QYT8; Q9H7X7-3; G3RH55
UniRef100_A0A024QYU7	A0A024QYU7
UniRef100_A0A024QYU8	A0A024QYU8
UniRef100_A0A024QYV0	A0A024QYV0
UniRef100_A0A024QYV2	A0A024QYV2
UniRef100_A0A024QYV6	A0A024QYV6; K7B9Y6; G3RIY1
UniRef100_A0A024QYV8	A0A024QYV8
UniRef100_A0A024QYW1	A0A024QYW1
UniRef100_A0A024QYW6	A0A024QYW6; G3QE88; Q9Y484-2; C9JE01
UniRef100_A0A024QYX4	A0A024QYX4; Q96P56-3
UniRef100_A0A024QYY1	A0A024QYY1
UniRef100_A0A024QYY7	A0A024QYY7
UniRef100_A0A024QYY8	A0A024QYY8
UniRef100_A0A024QYZ2	A0A024QYZ2; UPI0005D00A17
UniRef100_A0A024QYZ5	A0A024QYZ5
UniRef100_A0A024QYZ8	A0A024QYZ8
UniRef100_A0A024QYZ9	A0A024QYZ9
UniRef100_A0A024QZ00	A0A024QZ00
UniRef100_A0A024QZ02	A0A024QZ02; O00182-2
UniRef100_A0A024QZ18	A0A024QZ18
UniRef100_A0A024QZ19	A0A024QZ19; C9JJ10; UPI0000EE7885
UniRef100_A0A024QZ34	A0A024QZ34; P55083-2; G1RBW4
UniRef100_A0A024QZ36	A0A024QZ36; Q9Y6I7-2; J3KTB3
UniRef100_A0A024QZ41	A0A024QZ41
UniRef100_A0A024QZ42	A0A024QZ42; A0A096MVQ9; G3IFX0
UniRef100_A0A024QZ43	A0A024QZ43
UniRef100_A0A024QZ44	A0A024QZ44; Q96NT5-2
UniRef100_A0A024QZ45	A0A024QZ45
UniRef100_A0A024QZ48	A0A024QZ48; UPI0000072D57
UniRef100_A0A024QZ50	A0A024QZ50
UniRef100_A0A024QZ54	A0A024QZ54; UPI0005D03CEA; UPI0005D01EF1
UniRef100_A0A024QZ56	A0A024QZ56
UniRef100_A0A024QZ58	A0A024QZ58
UniRef100_A0A024QZ61	A0A024QZ61
UniRef100_A0A024QZ63	A0A024QZ63; Q92614-4; Q92614-5
UniRef100_A0A024QZ72	A0A024QZ72; D6RJM6
UniRef100_A0A024QZ73	A0A024QZ73
UniRef100_A0A024QZ82	A0A024QZ82
UniRef100_A0A024QZ88	A0A024QZ88; Q8TCJ0-2; UPI000387D415
UniRef100_A0A024QZ89	A0A024QZ89; B4DDL2; A2VCL3
UniRef100_A0A024QZ91	A0A024QZ91; Q8WWM7-3
UniRef100_A0A024QZ92	A0A024QZ92; Q9NRF2-3; UPI0003EAECCD
UniRef100_A0A024QZ94	A0A024QZ94; O95206-2
UniRef100_A0A024QZB1	A0A024QZB1
UniRef100_A0A024QZB4	A0A024QZB4; H2R150
UniRef100_A0A024QZB9	A0A024QZB9; E9PQ92; E9PJ50
UniRef100_A0A024QZC0	A0A024QZC0; Q8WWM7-6
UniRef100_A0A024QZC2	A0A024QZC2; Q9NRF2-2; B4DLN5
UniRef100_A0A024QZC6	A0A024QZC6
UniRef100_A0A024QZD7	A0A024QZD7
UniRef100_A0A024QZD8	A0A024QZD8; M0R290
UniRef100_A0A024QZD9	A0A024QZD9; H2QAZ3; C9JCJ0; UPI0001C53D29
UniRef100_A0A024QZE1	A0A024QZE1
UniRef100_A0A024QZE2	A0A024QZE2; Q15562-2
UniRef100_A0A024QZE9	A0A024QZE9; H2QGU9
UniRef100_A0A024QZG0	A0A024QZG0
UniRef100_A0A024QZH2	A0A024QZH2
UniRef100_A0A024QZH6	A0A024QZH6
UniRef100_A0A024QZH7	A0A024QZH7
UniRef100_A0A024QZI3	A0A024QZI3; Q8TCG5-2
UniRef100_A0A024QZI9	A0A024QZI9; Q9NQ94-4
UniRef100_A0A024QZJ5	A0A024QZJ5; Q9NQ94-2
UniRef100_A0A024QZJ6	A0A024QZJ6; P35749-4
UniRef100_A0A024QZJ7	A0A024QZJ7
UniRef100_A0A024QZJ8	A0A024QZJ8; P06493-2
UniRef100_A0A024QZK4	A0A024QZK4; H9EM71; F6XJK2; H2Q1X8; A0A096P572; A0A0D9R4P0; G1RNU6; G7PDF2; UPI000006F162
UniRef100_A0A024QZK6	A0A024QZK6
UniRef100_A0A024QZK7	A0A024QZK7; P19367-3; P78542; B1AR61
UniRef100_A0A024QZK9	A0A024QZK9
UniRef100_A0A024QZL1	A0A024QZL1
UniRef100_A0A024QZL5	A0A024QZL5; Q8TCA0-2
UniRef100_A0A024QZL8	A0A024QZL8
UniRef100_A0A024QZM0	A0A024QZM0; Q8N9N2-2
UniRef100_A0A024QZN4	A0A024QZN4; K7AE07; P18206-2
UniRef100_A0A024QZN5	A0A024QZN5; A0A024QZJ1
UniRef100_A0A024QZN6	A0A024QZN6; K6ZW30; UPI0000EE504B
UniRef100_A0A024QZN8	A0A024QZN8; Q5GLZ8-2
UniRef100_A0A024QZN9	A0A024QZN9; P45880-2
UniRef100_A0A024QZP4	A0A024QZP4
UniRef100_A0A024QZP5	A0A024QZP5
UniRef100_A0A024QZP7	A0A024QZP7
UniRef100_A0A024QZP9	A0A024QZP9
UniRef100_A0A024QZQ0	A0A024QZQ0
UniRef100_A0A024QZQ5	A0A024QZQ5
UniRef100_A0A024QZQ8	A0A024QZQ8; Q9H987-2
UniRef100_A0A024QZR0	A0A024QZR0; K7BEN8; Q8TCA0-3
UniRef100_A0A024QZR3	A0A024QZR3
UniRef100_A0A024QZR4	A0A024QZR4; UPI0001637AAA
UniRef100_A0A024QZT8	A0A024QZT8
UniRef100_A0A024QZT9	A0A024QZT9
UniRef100_A0A024QZU2	A0A024QZU2; F7GQS1; O43209; UPI0003442F18; UPI0001D561B1; UPI000522711F; UPI00024CC6F1; H9H380; UPI0005284DD5
UniRef100_A0A024QZU5	A0A024QZU5
UniRef100_A0A024QZV4	A0A024QZV4
UniRef100_A0A024QZV6	A0A024QZV6
UniRef100_A0A024QZV9	A0A024QZV9; Q14511-3; D6RBQ2
UniRef100_A0A024QZW4	A0A024QZW4; UPI000020E4C8
UniRef100_A0A024QZW6	A0A024QZW6
UniRef100_A0A024QZW7	A0A024QZW7
UniRef100_A0A024QZW8	A0A024QZW8
UniRef100_A0A024QZX5	A0A024QZX5
UniRef100_A0A024QZY0	A0A024QZY0; Q86WA6-2
UniRef100_A0A024QZY2	A0A024QZY2; O00624-2
UniRef100_A0A024QZY6	A0A024QZY6; UPI0005D03B08; UPI0000E09D18
UniRef100_A0A024QZZ1	A0A024QZZ1
UniRef100_A0A024QZZ9	A0A024QZZ9
UniRef100_A0A024R002	A0A024R002
UniRef100_A0A024R005	A0A024R005; Q8MIG4; Q8K1P4; UPI00029DC214
UniRef100_A0A024R007	A0A024R007; Q8TC20-5
UniRef100_A0A024R010	A0A024R010; Q9Y471-4
UniRef100_A0A024R011	A0A024R011; Q9P0N9-2; Q5SZL5; Q5JPB9; Q5SZL6; Q5SZL3
UniRef100_A0A024R014	A0A024R014
UniRef100_A0A024R015	A0A024R015
UniRef100_A0A024R018	A0A024R018
UniRef100_A0A024R023	A0A024R023
UniRef100_A0A024R028	A0A024R028; Q9Y4F9-2; UPI0003EAFB67
UniRef100_A0A024R032	A0A024R032
UniRef100_A0A024R034	A0A024R034
UniRef100_A0A024R035	A0A024R035
UniRef100_A0A024R039	A0A024R039
UniRef100_A0A024R054	A0A024R054
UniRef100_A0A024R055	A0A024R055
UniRef100_A0A024R057	A0A024R057
UniRef100_A0A024R060	A0A024R060
UniRef100_A0A024R073	A0A024R073; Q5TA45-2
UniRef100_A0A024R074	A0A024R074; K6ZLE4; P51809-2
UniRef100_A0A024R077	A0A024R077; Q96S94-3; B4DE38; UPI0005D03A27
UniRef100_A0A024R080	A0A024R080; O14640-2; Q6PJD6; B7Z1E8
UniRef100_A0A024R082	A0A024R082; Q96HA4-4
UniRef100_A0A024R085	A0A024R085; Q6NUS8-2; UPI0005D000D4
UniRef100_A0A024R087	A0A024R087; P52739-2; D6R9I2
UniRef100_A0A024R088	A0A024R088
UniRef100_A0A024R094	A0A024R094
UniRef100_A0A024R095	A0A024R095; Q96S66-2
UniRef100_A0A024R099	A0A024R099; Q6PGN9-2; Q5T2Z1; Q6PGN9-4
UniRef100_A0A024R0A0	A0A024R0A0
UniRef100_A0A024R0A1	A0A024R0A1; B4DTX0
UniRef100_A0A024R0A2	A0A024R0A2
UniRef100_A0A024R0A3	A0A024R0A3
UniRef100_A0A024R0A4	A0A024R0A4; O60683-2; J3QRM4
UniRef100_A0A024R0A9	A0A024R0A9; Q9BRK5-6
UniRef100_A0A024R0B2	A0A024R0B2
UniRef100_A0A024R0B3	A0A024R0B3
UniRef100_A0A024R0B9	A0A024R0B9
UniRef100_A0A024R0C4	A0A024R0C4
UniRef100_A0A024R0C6	A0A024R0C6; F7GH72; H2PZN8; Q9UK17-2; Q3HWG1
UniRef100_A0A024R0D0	A0A024R0D0
UniRef100_A0A024R0D5	A0A024R0D5
UniRef100_A0A024R0D9	A0A024R0D9
UniRef100_A0A024R0E9	A0A024R0E9; Q5TCQ9-3
UniRef100_A0A024R0F6	A0A024R0F6
UniRef100_A0A024R0G5	A0A024R0G5
UniRef100_A0A024R0G7	A0A024R0G7
UniRef100_A0A024R0H3	A0A024R0H3; Q5TCQ9-2
UniRef100_A0A024R0H5	A0A024R0H5; Q9H6A0-2
UniRef100_A0A024R0H9	A0A024R0H9; Q86Z02-3; B4DZ33; D6RC95; D6RF28
UniRef100_A0A024R0I4	A0A024R0I4; Q9H8S5-2
UniRef100_A0A024R0J4	A0A024R0J4
UniRef100_A0A024R0J6	A0A024R0J6; K7D4S5; Q9Y463-2; UPI000387B4D9
UniRef100_A0A024R0J7	A0A024R0J7; P61018-2; G3QFU6; D2HMU7
UniRef100_A0A024R0K2	A0A024R0K2; H9EMW3; A0A096MKK1; O75534-2; H9EMW1; G3QIC9; O75534-3; E9PLT0
UniRef100_A0A024R0K5	A0A024R0K5
UniRef100_A0A024R0L3	A0A024R0L3
UniRef100_A0A024R0L8	A0A024R0L8; O96013-3; M0R3G6
UniRef100_A0A024R0L9	A0A024R0L9; Q9UQ72-2
UniRef100_A0A024R0M8	A0A024R0M8; H2QGB5; Q9Y463-3; UPI000387CB71
UniRef100_A0A024R0N6	A0A024R0N6
UniRef100_A0A024R0N9	A0A024R0N9
UniRef100_A0A024R0P5	A0A024R0P5
UniRef100_A0A024R0Q1	A0A024R0Q1
UniRef100_A0A024R0Q3	A0A024R0Q3
UniRef100_A0A024R0Q9	A0A024R0Q9; Q96D53-2
UniRef100_A0A024R0R8	A0A024R0R8
UniRef100_A0A024R0S2	A0A024R0S2; Q99687-3
UniRef100_A0A024R0S8	A0A024R0S8
UniRef100_A0A024R0S9	A0A024R0S9; Q96H55-2
UniRef100_A0A024R0T7	A0A024R0T7; Q9BY14-2
UniRef100_A0A024R0V7	A0A024R0V7
UniRef100_A0A024R0V8	A0A024R0V8; UPI00027F647E
UniRef100_A0A024R0V9	A0A024R0V9
UniRef100_A0A024R0X0	A0A024R0X0
UniRef100_A0A024R0X6	A0A024R0X6
UniRef100_A0A024R0Y0	A0A024R0Y0
UniRef100_A0A024R0Y1	A0A024R0Y1
UniRef100_A0A024R0Y4	A0A024R0Y4; H2QCS0; G7NI12; G7PUJ2
UniRef100_A0A024R0Z0	A0A024R0Z0
UniRef100_A0A024R0Z6	A0A024R0Z6; Q6UX01-4
UniRef100_A0A024R0Z8	A0A024R0Z8
UniRef100_A0A024R0Z9	A0A024R0Z9
UniRef100_A0A024R102	A0A024R102
UniRef100_A0A024R107	A0A024R107; UPI000387CEE1
UniRef100_A0A024R112	A0A024R112
UniRef100_A0A024R131	A0A024R131; Q9H9L4-4
UniRef100_A0A024R132	A0A024R132
UniRef100_A0A024R134	A0A024R134; Q96EZ8-4; Q96EZ8-3; F8W126; UPI0000E2319F
UniRef100_A0A024R137	A0A024R137
UniRef100_A0A024R140	A0A024R140
UniRef100_A0A024R143	A0A024R143
UniRef100_A0A024R152	A0A024R152; B1ALY0
UniRef100_A0A024R155	A0A024R155
UniRef100_A0A024R159	A0A024R159; K7B624; Q6YN16-2
UniRef100_A0A024R161	A0A024R161; Q9H1X3-3
UniRef100_A0A024R167	A0A024R167
UniRef100_A0A024R170	A0A024R170
UniRef100_A0A024R172	A0A024R172
UniRef100_A0A024R175	A0A024R175; UPI0004F48399
UniRef100_A0A024R183	A0A024R183; K7D7I4; G3QJ76; Q00536-3
UniRef100_A0A024R187	A0A024R187; A8MPS7-3
UniRef100_A0A024R193	A0A024R193
UniRef100_A0A024R198	A0A024R198
UniRef100_A0A024R1B1	A0A024R1B1; Q99909-2
UniRef100_A0A024R1B5	A0A024R1B5
UniRef100_A0A024R1B6	A0A024R1B6
UniRef100_A0A024R1B7	A0A024R1B7
UniRef100_A0A024R1B8	A0A024R1B8; Q96NT3-2
UniRef100_A0A024R1B9	A0A024R1B9
UniRef100_A0A024R1C4	A0A024R1C4; P51814-6
UniRef100_A0A024R1D4	A0A024R1D4
UniRef100_A0A024R1D9	A0A024R1D9; F6RI10; P35240-4
UniRef100_A0A024R1E2	A0A024R1E2
UniRef100_A0A024R1F3	A0A024R1F3
UniRef100_A0A024R1F4	A0A024R1F4
UniRef100_A0A024R1F6	A0A024R1F6; F6RI51; P35240-5; UPI0005F3FC2C
UniRef100_A0A024R1F8	A0A024R1F8; U3CA44; Q9HBE1-3
UniRef100_A0A024R1G4	A0A024R1G4
UniRef100_A0A024R1G6	A0A024R1G6; O95236-2
UniRef100_A0A024R1G8	A0A024R1G8; B1AH96; U5LKM6; A0A024R1Q4
UniRef100_A0A024R1H0	A0A024R1H0
UniRef100_A0A024R1H1	A0A024R1H1; G3RN60
